Question,Answer
Who said the quote: 'And didn't the three hours go by just like that (snaps her fingers)'?,Helen Seinfeld
"Who said the quote: 'What about the end, with the list?'?",Morty Seinfeld
Who said the quote: 'What did you think about the black and white?'?,Helen Seinfeld
Who said the quote: 'The whole movie was in black and white.'?,Morty Seinfeld
"Who said the quote: 'You don't even think about it, there's so much going on.'?",Morty Seinfeld
"Who said the quote: 'You know I've been thinking, why is Kramer getting twenty-five percent?'?",Morty Seinfeld
Who said the quote: 'Well he told you about the place.'?,Helen Seinfeld
"Who said the quote: 'So what, why is that worth twenty-five percent? It's a finders fee. You know what a finders fee is?'?",Morty Seinfeld
Who said the quote: 'You find something you get a fee.'?,Helen Seinfeld
Who said the quote: 'Finder's fee is ten percent and no more.'?,Morty Seinfeld
Who said the quote: 'Well it's too late now.'?,Helen Seinfeld
"Who said the quote: 'Those are my coats. I saved them, I stored them, I've been waiting years for this pay off.'?",Morty Seinfeld
Who said the quote: 'Well you're not gonna say anything.'?,Helen Seinfeld
Who said the quote: 'Ya so have I'?,Morty Seinfeld
Who said the quote: 'You don't think it's fair.'?,Morty Seinfeld
Who said the quote: 'What leg work?'?,Morty Seinfeld
Who said the quote: 'If anything you're getting too much.'?,Morty Seinfeld
"Who said the quote: 'That's right, they're my coats.'?",Morty Seinfeld
Who said the quote: 'I'm thinking more like fifteen.'?,Morty Seinfeld
Who said the quote: 'Well you're not getting thirty-five.'?,Morty Seinfeld
Who said the quote: 'Ok it's a deal'?,Morty Seinfeld
Who said the quote: 'Hello Mrs. Seinfeld'?,Newman
"Who said the quote: '(like Jerry) Hello, Newman. Jerry's not here. (goes to shut the door on him)'?",Helen Seinfeld
"Who said the quote: 'Uh ah (stops her from closing the door; walks in) Having a nice trip? (walks over, grabs a junior mint, smells it then puts it in his pocket)'?",Newman
"Who said the quote: 'Wonderful, we went to the theater last night.'?",Helen Seinfeld
Who said the quote: 'Oh the theater. Because I was wondering.'?,Newman
Who said the quote: 'Wondering what?'?,Helen Seinfeld
Who said the quote: 'Why I didn't see you at Schindler's List with Jerry.'?,Newman
Who said the quote: 'Well we already saw it.'?,Helen Seinfeld
"Who said the quote: 'Oh, well it's a good thing for Jerry that you didn't go.'?",Newman
Who said the quote: '(getting up from the table and coming over) Why is that?'?,Morty Seinfeld
Who said the quote: 'Well he really seemed to have his hands full if you know what I mean.'?,Newman
Who said the quote: 'I'm afraid I don't.'?,Helen Seinfeld
Who said the quote: 'Him and his little buxom friend Rachel were going at it pretty good in the balcony.'?,Newman
Who said the quote: 'What?'?,Morty Seinfeld
"Who said the quote: 'What, do I have to spell it out for ya? He was moving on her like the storm-troopers into Poland.'?",Newman
Who said the quote: 'Jerry was necking during Schindler's List?'?,Helen Seinfeld
Who said the quote: 'Yes! A more offensive spectacle I cannot recall. Anyway I just really came up to get some detergent.'?,Newman
Who said the quote: 'Jerry sends his laundry out.'?,Helen Seinfeld
Who said the quote: '(laughing) Oh ho right. Well very nice seeing you folks and a by the way you didn't hear this from me. Tata (runs down the hallway laughing)'?,Newman
Who said the quote: 'How could you?'?,Helen Seinfeld
Who said the quote: 'You were making out during Schindler's List?'?,Helen Seinfeld
Who said the quote: 'Don't lie Jerry.'?,Morty Seinfeld
Who said the quote: 'How could you do such a thing?'?,Helen Seinfeld
"Who said the quote: 'Hello Jerry, it's Jack Klompus.'?",Jack Klompus
Who said the quote: 'Hello'?,Morty Seinfeld
"Who said the quote: 'Hello Morty, listen that key doesn't work. It's no good.'?",Jack Klompus
Who said the quote: 'You didn't get in?'?,Morty Seinfeld
"Who said the quote: 'Oh I got in, I had to break the window with a rock and then I got my hand all cut up reaching in.'?",Jack Klompus
Who said the quote: 'You broke the window?'?,Morty Seinfeld
Who said the quote: 'He broke the window?'?,Helen Seinfeld
Who said the quote: 'You wanted those damn boxes didn't you?'?,Jack Klompus
Who said the quote: 'Did you send them?'?,Morty Seinfeld
"Who said the quote: 'Yea, they'll be there tomorrow afternoon, two o'clock.'?",Jack Klompus
Who said the quote: 'Tomorrow afternoon?'?,Morty Seinfeld
Who said the quote: 'Tomorrow afternoon?'?,Helen Seinfeld
Who said the quote: 'I told you to send them express.'?,Morty Seinfeld
"Who said the quote: 'W-well it was ten dollars cheaper in the afternoon than the morning, I figured what the hell's the difference.'?",Jack Klompus
Who said the quote: 'So what did you do about the window?'?,Morty Seinfeld
Who said the quote: 'I gotta fix your window now?'?,Jack Klompus
"Who said the quote: 'Alright alright, goodbye. (Morty hangs up the phone, Jack hangs up the phone) I don't think we are gonna make that flight.'?",Morty Seinfeld
"Who said the quote: 'We have to make the flight, we're with a charter group. If we don't the trip is off.'?",Helen Seinfeld
Who said the quote: 'Well what's the difference we'll go some place else.'?,Morty Seinfeld
Who said the quote: 'Some place else? What about Paris?'?,Helen Seinfeld
"Who said the quote: 'You don't understand, I've come this far, I can't stop now.'?",Morty Seinfeld
Who said the quote: 'I can't believe that you're doing all this just to sell some stupid raincoats.'?,Helen Seinfeld
Who said the quote: 'You don't understand fashion is cyclical this thing could come back.'?,Morty Seinfeld
Who said the quote: 'I think you're out of your mind.'?,Helen Seinfeld
Who said the quote: 'I just don't understand how all those clothes can disappear.'?,Frank Costanza
"Who said the quote: 'Moths, ate three boxes?'?",Frank Costanza
"Who said the quote: 'You know, I was thinking today. I never liked those Seinfelds anyway, he's an idiot all together. (Knocking at the door) Ah there's Kramer.'?",Estelle Costanza
Who said the quote: 'Hello'?,Estelle Costanza
Who said the quote: 'Hope you're hungry. (goes into the kitchen)'?,Estelle Costanza
"Who said the quote: 'That shirt, where'd you get that shirt?'?",Frank Costanza
"Who said the quote: 'That's my cabana shirt, you stole my shirt you son of a bitch! (really fast) George you let your friends go up in my attic and steal my clothes? (grabbing at the shirt) Gimme that back'?",Frank Costanza
Who said the quote: 'Who's Rudy? What clothes?'?,Frank Costanza
Who said the quote: 'You sold my clothes (smacks George on the forehead) what do you mean you sold my clothes?'?,Frank Costanza
Who said the quote: 'It's cruise wear!'?,Frank Costanza
"Who said the quote: 'Kramer, I love that shirt.'?",Estelle Costanza
Who said the quote: 'THAT'S BECAUSE IT'S MINE!!'?,Frank Costanza
"Who said the quote: 'You look just like Frank, on our honeymoon.'?",Estelle Costanza
Who said the quote: 'Who's this Rudy?'?,Frank Costanza
Who said the quote: 'Morty Seinfeld? He's a bum.'?,Frank Costanza
Who said the quote: 'Tomorrow I'm going straight down to this Rudy and get my clothes.'?,Frank Costanza
Who said the quote: 'Not really.'?,Morty Seinfeld
Who said the quote: 'This is it.'?,Morty Seinfeld
"Who said the quote: 'Take it easy, I've been through a million of these negotiations.'?",Morty Seinfeld
Who said the quote: 'That's giving it away. This is a one of a kind item.'?,Morty Seinfeld
Who said the quote: 'Just watch me do my thing.'?,Morty Seinfeld
"Who said the quote: 'Look at this. Look at how this idiot packed it. He didn't tape it, he just flipped the flaps. (Kramer, Morty and Jerry are looking around grabbing raincoats which are scattered all over the place.) Kramer you missed a couple.'?",Morty Seinfeld
Who said the quote: 'You burned them? Those clothes are not yours to burn.'?,Frank Costanza
Who said the quote: 'I'm the father.'?,Frank Costanza
Who said the quote: 'He said I was dead?'?,Frank Costanza
Who said the quote: 'That's what my life is worth to him? Twenty-five dollars.'?,Frank Costanza
"Who said the quote: 'Oh, I just want to you know I'm retracting our dinner invitation.'?",Frank Costanza
Who said the quote: 'Well you don't have to retract it because we never went.'?,Morty Seinfeld
Who said the quote: 'I'm retracting that it was ever offered.'?,Frank Costanza
Who said the quote: 'I retract your retraction.'?,Morty Seinfeld
"Who said the quote: 'Oh, you trying to unload some of that junk of yours?'?",Frank Costanza
"Who said the quote: 'Would you excuse me please, we're conducting business here.'?",Morty Seinfeld
Who said the quote: 'That's another one of my shirts!!'?,Frank Costanza
Who said the quote: 'Who's off the street? I'm in the raincoat business for thirty-five years.'?,Morty Seinfeld
Who said the quote: 'My clothes don't have moths!'?,Frank Costanza
Who said the quote: 'Because of his moths you're not buying my raincoats?'?,Morty Seinfeld
"Who said the quote: 'Ok, let's go.'?",Morty Seinfeld
Who said the quote: '(to Aaron) It was so nice of you to come to the airport to see us off.'?,Helen Seinfeld
"Who said the quote: 'Ah, good-bye.'?",Morty Seinfeld
Who said the quote: 'Alright Jer.'?,Morty Seinfeld
Who said the quote: 'Buh bye Elaine'?,Morty Seinfeld
Who said the quote: 'Buh bye.'?,Helen Seinfeld
Who said the quote: '(looking at Jerry while being overly hugged by Aaron) We'll call you when we get home.'?,Helen Seinfeld
Who said the quote: 'Make sure Kramer uses good tape when he sends back the raincoats.'?,Morty Seinfeld
Who said the quote: '(at the counter) Pair of bear claws please.'?,Newman
Who said the quote: '(moving away from the counter getting closer to the door) Hello Jerry.'?,Newman
"Who said the quote: 'Ohh, were you there?'?",Newman
Who said the quote: '(looking scared) I-it's a it's a...powerful film.'?,Newman
Who said the quote: '(couple quick breaths) Shocking.'?,Newman
Who said the quote: '(running out the door) Jerry! Jerry!'?,Newman
Who said the quote: 'This is the best thing we ever did.'?,Estelle Costanza
Who said the quote: 'I just hope those exterminators know what they're doing.'?,Frank Costanza
Who said the quote: 'Ah forget about them let's just...'?,Estelle Costanza
"Who said the quote: 'Blow out the candles! Blow out the candles, I said! Blow out the damn candles!'?",Frank Costanza
"Who said the quote: 'Stop it, Frank! You're killing him!'?",Estelle Costanza
Who said the quote: 'Blow out the candles!!'?,Frank Costanza
"Who said the quote: 'I can't believe you're moving out. (Grabs Kramer) Kramer, is this true? Is it really happening? It's ... it's like a dream.'?",Estelle Costanza
Who said the quote: 'Don't get in trouble with the Yankees. You be nice. (Slaps George's forehead)'?,Frank Costanza
"Who said the quote: 'Jerry, did you hear this?'?",Estelle Costanza
Who said the quote: 'You might say that.'?,Newman
"Who said the quote: 'Well, tootle loo. And nice seeing you again Margaret, goodbye Jerry. Have fun. Hehe'?",Newman
Who said the quote: 'Who is it.'?,Newman
Who said the quote: 'You've come at a bad time now. Could you come back later?'?,Newman
Who said the quote: 'Hellooo Jerry. What a rare treat. What brings you down to the east wing?'?,Newman
Who said the quote: 'There's no need to get excited. Can't we discuss this like gentlemen?'?,Newman
Who said the quote: 'Do you really want to know what happened? I'll tell you what Happened. She wasn't my type.'?,Newman
Who said the quote: 'Not really.'?,Newman
"Who said the quote: 'Ah, she just didn't do it for me.'?",Newman
"Who said the quote: 'Well, h ha ha- if you're happy with her, that's all that matters.'?",Newman
"Who said the quote: 'No. I need a really pretty face. But, Hey, that's me.'?",Newman
Who said the quote: 'Care for some lemonade?'?,Newman
"Who said the quote: 'Drop bye anytime, jerry. Hah, ha ha'?",Newman
Who said the quote: 'Ya know what I like about Manhattan? There's no mosquitoes.'?,Frank Costanza
Who said the quote: 'Queens is full of mosquitoes.'?,Frank Costanza
"Who said the quote: 'Gnats, too. If I'm not mistaken.'?",Frank Costanza
Who said the quote: '(angry) Your mother has to tell you every move I make?!'?,Frank Costanza
Who said the quote: 'They didn't say hello?'?,Frank Costanza
"Who said the quote: 'They couldn't just say hello?!... Oh, to hell with them.'?",Frank Costanza
"Who said the quote: 'Elaine, I can see, not sayin' hello. She's very--what's the word--uh, supercilious.'?",Frank Costanza
Who said the quote: '(shouting and clapping hands in anger) How could Jerry not say Hello?!!'?,Frank Costanza
Who said the quote: '(calmly) We're not getting divorced.'?,Estelle Costanza
Who said the quote: 'Your mother changed her mind... (tries to catch a fly with his hand)'?,Frank Costanza
"Who said the quote: 'Yeah, we worked it out.'?",Frank Costanza
Who said the quote: 'He was my lawyer.'?,Frank Costanza
Who said the quote: 'Yeah. So what?'?,Frank Costanza
Who said the quote: 'He's very independent; he doesn't follow the trends.'?,Frank Costanza
