Question,Answer
"Who said the quote: 'Yeah, so whats the problem?'?",Cosmo Kramer
Who said the quote: 'Who said theres a problem?'?,Jerry Seinfeld
Who said the quote: 'Hey see He said hed loan you the money.'?,Cosmo Kramer
"Who said the quote: 'Well Jerry, it might take a while for me to pay you back. Maybe a few years. How do you feel about that?'?",Elaine Benes
Who said the quote: 'Thats okay. He doesnt care.'?,Cosmo Kramer
"Who said the quote: 'Well, you know, money can sometimes come between friends.'?",Elaine Benes
Who said the quote: 'Get outta here.'?,Cosmo Kramer
Who said the quote: 'Let me think about it.'?,Elaine Benes
Who said the quote: 'Whats to think about?'?,Cosmo Kramer
Who said the quote: 'I dont know... I dont know. Five thousand... let me just take one more look at it.'?,Elaine Benes
"Who said the quote: '(to Kramer) It was all over! Taken care of. Done! Finished. Five thousand. Wheres she gonna get five thousand? She doesnt have five thousand. Clean. Good bye. Shes gone. Then you come in, Why dont you loan her five thousand? What do you care? Youve got five thousand. Give her five thousand!'?",Jerry Seinfeld
Who said the quote: 'You didnt want her in the building?'?,Cosmo Kramer
"Who said the quote: 'No, I didnt!'?",Jerry Seinfeld
"Who said the quote: 'Well, then what did you loan her the five thousand for? Oh, look, maybe she wont take it. I mean, she did say that she was gonna think about it.'?",Cosmo Kramer
Who said the quote: 'People dont turn down money. Its what separates us from the animals.'?,Jerry Seinfeld
Who said the quote: 'I still dont understand what the problem is having her in the building.'?,Cosmo Kramer
"Who said the quote: 'Let me explain something to you. You see, youre not normal. Youre a great guy, I love you, but youre a pod. I, on the other hand, am a human being. I sometimes feel awkward, uncomfortable, even inhibited in certain situations with the other human beings. You wouldnt understand.'?",Jerry Seinfeld
Who said the quote: 'Because Im a pod?'?,Cosmo Kramer
Who said the quote: 'Ill take it!'?,Elaine Benes
"Who said the quote: 'Oh, hi, Roxanne. Nice to be here. These are my friends. This is George, and this is Jerry.'?",Elaine Benes
Who said the quote: 'Hi'?,Jerry Seinfeld
Who said the quote: 'Jerrys the one who got me my new apartment.'?,Elaine Benes
"Who said the quote: 'Yes, its my lifes work.'?",Jerry Seinfeld
"Who said the quote: 'Yeah, my wife couldnt make it today. Shes got something with her mother... Who knows whats going on with her. Dont let any one kid you, its tough.'?",George Costanza
"Who said the quote: 'Well, better load up on some carbos before the race.'?",Jerry Seinfeld
"Who said the quote: 'Oh, yes. Particularly if youre not in it.'?",Jerry Seinfeld
"Who said the quote: 'Whats to see? A woman from Norway, a guy from Kenya, and twenty thousand losers.'?",Jerry Seinfeld
"Who said the quote: '...yeah, my wife started getting on me about the lawn today. Im tellin you, its one thing after another.'?",George Costanza
"Who said the quote: 'Uh no no, shes working.'?",George Costanza
"Who said the quote: 'Shes an... etymologist. You know, bees, flies, gnats. W-What about you?'?",George Costanza
Who said the quote: '(calling after her) But..'?,George Costanza
"Who said the quote: 'Jerry, this is Joanne, and this is Stan. Theyre in my short story class with Roxanne and me.'?",Elaine Benes
Who said the quote: 'Hi how are ya?'?,Jerry Seinfeld
"Who said the quote: 'Hey, Jerry just got me a great apartment in his building!'?",Elaine Benes
Who said the quote: '(no amused) Fantastic.'?,Jerry Seinfeld
Who said the quote: 'I know.'?,Jerry Seinfeld
Who said the quote: 'Its tremendous.'?,Jerry Seinfeld
Who said the quote: 'Im in heaven.'?,Jerry Seinfeld
"Who said the quote: 'Oh, Rita come here. This is Jerry. Hes the one who got me the apartment.'?",Elaine Benes
"Who said the quote: 'Im sorry, I dont see the big deal about being a matador. The bull charges, you move the cape, whats so hard?'?",George Costanza
Who said the quote: '(laughs) Youd have to be a real loser to try something like that.'?,George Costanza
"Who said the quote: '(to Jerry) So you and Roxanne are hitting it off, huh?'?",Elaine Benes
"Who said the quote: 'Oh, I wouldnt quite say that.'?",Jerry Seinfeld
"Who said the quote: 'Really? From a distance, you seemed to be coming on to her.'?",Elaine Benes
Who said the quote: 'Im a guy  it always looks like that.'?,Jerry Seinfeld
"Who said the quote: 'Because, I was thinking... are you at all concerned that living in the same building will, yknow... cramp our styles?'?",Elaine Benes
Who said the quote: 'Nah...'?,Jerry Seinfeld
"Who said the quote: 'Because, I was worried that there might be a situation in which one of us come home with somebody, it could get a little uncomfortable. But, as long as youre okay with it, its fine with me.'?",Elaine Benes
"Who said the quote: 'Umm, Im not. Its just a sociological experiment!'?",George Costanza
Who said the quote: 'You have no idea what an idiot is. Elaine just gave me a chance to get out and I didnt take it. (pointing to himself) This is an idiot.'?,Jerry Seinfeld
"Who said the quote: 'Is that right? I just threw away a lifetime of guilt-free sex, and floor seats for ever sporting event in Madison Square Garden. So please, a little respect. For I am Costanza Lord of the Idiots!'?",George Costanza
"Who said the quote: 'But suddenly, a new contender has emerged...'?",George Costanza
"Who said the quote: 'George, I didnt sleep at all last night. I decided I have to tell her. Im just going to be honest. Thats all... Yes, Im nervous... Are you listening to me?... Just put some soap on your finger. Itll slide right off... Then try axle grease... (Kramer enters; to the phone) Ill call you back after I talk to her... Bye.'?",Jerry Seinfeld
"Who said the quote: 'Well, its all taken care of. Everythings cool.'?",Cosmo Kramer
Who said the quote: 'What? Whats cool?'?,Jerry Seinfeld
Who said the quote: 'Elaine.'?,Cosmo Kramer
Who said the quote: 'What are you talking about?'?,Jerry Seinfeld
Who said the quote: 'I just found a guy whos willing to pay ten thousand dollars for the apartment.'?,Cosmo Kramer
Who said the quote: 'You what?! Get out! (pushes Kramer) Ten thousand?'?,Jerry Seinfeld
Who said the quote: 'Cash.'?,Cosmo Kramer
Who said the quote: 'Who would pay that much?'?,Jerry Seinfeld
Who said the quote: 'Hes in the music business.'?,Cosmo Kramer
"Who said the quote: 'Elaine would never borrow that much money! (Jerry hugs Kramer, then grabs him by the cheeks.) Kramer, my God, man! This is beautiful! I think Im in the clear here. Elaines not moving in. I dont have to confront her. She has no idea I never wanted her to move in. Im golden!'?",Jerry Seinfeld
"Who said the quote: 'Well, occasionally I like to help the humans.'?",Cosmo Kramer
Who said the quote: 'Wow. Youre right. That is loud.'?,Elaine Benes
Who said the quote: 'Its just unbelievable.'?,Jerry Seinfeld
Who said the quote: 'They rehearse all the time?'?,Elaine Benes
Who said the quote: 'All the time. Ive been up there six times. They refuse to stop. I cant live like this. I dont know what Im gonna do. Im heading for breakdown! (to Harold) Cant you do something?'?,Jerry Seinfeld
Who said the quote: 'Manny...'?,Jerry Seinfeld
"Who said the quote: 'Boy, too bad. If I was up there, youd never hear a peep out of me. Im as quiet as a mouse.'?",Elaine Benes
"Who said the quote: 'Oh, I love the one they do right after this one! (Starts dancing)'?",Cosmo Kramer
"Who said the quote: 'I dont know. What do you do when a neighbor is making, like, a lot of noise at three oclock in the morning? I mean, can you knock on someones door and tell them to keep it down? Youre really altering your whole self-image. I mean, what am I, Fred Mertz now? Whats happening to me? Can I do this? Am I a shusher? I used to be a shushee. Theres a lot of shushing going on in movie theaters. People are always shushing. Shh... shh... shhh... shhh... Doesnt work, cause nobody knows where a shush is coming from. They just hear a shh. Was that a shush? I think somebody just shushed me. Some people you cant shush in a movie theater. Theres always that certain group of people, isnt it? Theyre talking and talking, and everyone around them is shushing them, and shushing them. They wont shush. Theyre the unshushables.'?",Jerry Seinfeld
"Who said the quote: 'I have to tell you that I did some very exciting news recently, and I dont know if I should really tell you exactly what it is because its really not a definite thing yet. (crowd cheers him on to tell them) Well, I will tell you what I know so far. According to the information that I have in the envelope that Ive received, it seems that I may have already won some very valuable prizes. (audience applauds) Well, thank you, thank you very much, well thank you. That's very nice to hear that. But, in all honesty, I have to say, I didnt even know I was in this thing. But, according to the readout, it looks like I am among the top people that they are considering. You know, thats what annoys me about the sweepstakes companies, they always tease you with that, You may have already won. Id like once for a sweepstakes company to have some guts, come out with the truth, just tell people the truth one time. Send out envelopes, You have definitely lost! You turn it over, giant printing, Not even close! You open it up, theres this whole letter of explanation, Even we cannot believe how badly you have done in this contest.'?",Jerry Seinfeld
Who said the quote: '(to Kramer) To the right.'?,Jerry Seinfeld
Who said the quote: 'That took awhile.'?,George Costanza
Who said the quote: 'Dont get up.'?,Jerry Seinfeld
"Who said the quote: 'Id like to help, but my neck..'?",George Costanza
Who said the quote: 'So how long has it been in the basement?'?,George Costanza
"Who said the quote: 'Since my grandfather died. I was suppose to send it down to my parents in Florida, but they didnt want it. They told me to get rid of it, but I felt funny and then I sort of forgot about it. And its been sitting down there for three years until he saw it. (to Kramer) All right, so, just take what you want and lets get it out of here.'?",Jerry Seinfeld
Who said the quote: 'Whats in it?'?,George Costanza
"Who said the quote: 'Grandpa clothes, I cant wear em.'?",Jerry Seinfeld
Who said the quote: 'You want these? Knee socks. You dont wear knee socks.'?,Cosmo Kramer
"Who said the quote: 'No, go ahead. Look at this place. I cant wait to get it cleaned.'?",Jerry Seinfeld
Who said the quote: 'I know someone wholl do it. Shes good. Shes honest.'?,George Costanza
"Who said the quote: 'No, Elaines got this writer friend from Finland, Rava. Her boyfriend goes to Columbia grad school, and hes suppose to do it.'?",Jerry Seinfeld
Who said the quote: 'Students cant clean. Its anathema. (explaining) They dont like it.'?,George Costanza
Who said the quote: 'How long have you been waiting to squeeze that into a conversation?'?,Jerry Seinfeld
Who said the quote: 'Now this I like.'?,Cosmo Kramer
Who said the quote: 'Wait a second. (George gets up and heads for the statue in Kramers hands.) I cant believe this! Let me see this.'?,George Costanza
"Who said the quote: 'Wait, wait, wait...'?",Cosmo Kramer
Who said the quote: 'Let me just see it.'?,George Costanza
Who said the quote: 'Come on...'?,Cosmo Kramer
Who said the quote: 'Let me just see it for a second.'?,George Costanza
"Who said the quote: 'Oh my God, its exactly the same!'?",George Costanza
Who said the quote: 'What?'?,Jerry Seinfeld
"Who said the quote: 'When I was ten years old, my parents had this very same statue on the mantle of our apartment. Exactly. And, one day, I grabbed it, and I was using it as a microphone. I was singing, MacArthur Park, and I got to the part about, Ill never have that recipe again, and it slipped out of my hand and it broke. My parents looked at me like I smashed the ten commandments. To this day, they bring it up. It was the single most damaging experience in my life, aside from seeing my father naked.'?",George Costanza
"Who said the quote: 'Cmon, George. I saw it first.'?",Cosmo Kramer
